1440	not-found	http://10.0.0.200:5173/this-route-does-not-exist	HasanAra	h1:Page not found	0	0	0	0	0	4	0	3	0	84	0.0015570933400848763
768	home	http://10.0.0.200:5173/	HasanAra	h1:Find the moment. Read the record. | h2:Sign in to synchronize saved moments and searches. | h2:Recently indexed | h2:Popular searches | h2:From broadcast to evidence.	0	0	0	0	0	19	0	38	0	648	0
768	search-results	http://10.0.0.200:5173/search?q=housing	HasanAra	h1:Search the record. | h2:“housing”	0	0	0	0	0	54	80	80	0	1656	0.0681915283203125
768	search-empty	http://10.0.0.200:5173/search?q=xyzzynotarealarchivequery987654	HasanAra	h1:Search the record. | h2:“xyzzynotarealarchivequery987654” | h3:No transcript matches	0	0	0	0	0	16	0	14	0	416	0.01230001449584961
768	explore	http://10.0.0.200:5173/explore	HasanAra	h1:Explore the HasanAbi VOD archive | h2:August 2026 | h2:Detected topics and stream labels | h3:Gaza | h3:Trump | h3:DSA | h3:ICE | h2:VODs and cited moments | h2:People and tags	0	0	1	0	0	4	0	80	0	552	0.064453125
768	episodes	http://10.0.0.200:5173/episodes	HasanAra	h1:Browse HasanAbi VODs | h2:HasanAbi August 10, 2026 – | h2:HasanAbi August 9, 2026 – | h2:HasanAbi August 8, 2026 – | h2:HasanAbi August 7, 2026 – 🎮Fear& Gaming🎮 | h2:HasanAbi August 6, 2026 – | h2:HasanAbi August 5, 2026 – back in LA, DSA victories | h2:HasanAbi August 4, 2026 – Michigan Primary Election Day, Abdul victory party | h2:HasanAbi August 3, 2026 – back in Michigan | h2:HasanAbi August 2, 2026 – Wisconsin rally, Francisca Hong, meeting Voters IRL, CNN doc | h2:HasanAbi Clip [02/08/2026] – CNN: The Left Insurgency documentary by Donie O'Sullivan (Hasan Piker) | h2:HasanAbi August 1, 2026 – In Michigan, Diner w/ Donovan McKinney | h2:HasanAbi July 31, 2026 – Michigan IRL w/ Abdul El-Sayed, Adam Hamawy &more; call w/ Donovan McKinney | h2:HasanAbi July 30, 2026 – debating Norman Finkelstein | h2:HasanAbi July 29, 2026 – | h2:HasanAbi July 28, 2026 – | h2:HasanAbi July 27, 2026 – | h2:HasanAbi July 26, 2026 – Back from Holiday, Hasan shaved, Fish are chill? | h2:HasanAbi July 25, 2026 – 🎉Hasans 35th birthday🎉 (Holiday Day 4) | h2:HasanAbi July 24, 2026 – NO STREAM TODAY (Holiday Day 3) | h2:HasanAbi July 23, 2026 – NO STREAM TODAY (Holiday Day 2) | h2:HasanAbi July 22, 2026 – NO STREAM TODAY (Holiday) | h2:HasanAbi July 21, 2026 – | h2:HasanAbi July 20, 2026 – | h2:HasanAbi July 19, 2026 –	0	0	0	0	0	4	48	2	0	456	0.000060498714447021484
768	timeline	http://10.0.0.200:5173/timeline	HasanAra	h1:Archive chronology | h2:August 2026 | h2:July 2026 | h2:June 2026 | h2:May 2026 | h2:April 2026	0	0	0	0	0	9	0	2	0	392	0.0322415828704834
768	topic	http://10.0.0.200:5173/topics/housing	HasanAra	h1:Topic: housing | h2:Mentions over time | h2:Opinion history | h2:First and latest mentions | h2:Top VODs | h2:Grouped results	0	0	0	0	0	164	0	53	0	412	0.1538238525390625
768	video	http://10.0.0.200:5173/v/442156c6-e43e-46fb-95f5-9758df70c18c	HasanAbi broadcast — August 10, 2026 | HasanAra	h1:HasanAbi broadcast — August 10, 2026 | h2:Related episodes | h2:Most-quoted moments | h2:Interactive transcript | h3:Whisper transcript	4	1	2	0	0	4066	2	80	0	452	0.656343936920166
768	login	http://10.0.0.200:5173/login	HasanAra	h1:Sign in	0	0	0	0	0	4	0	2	0	440	0
768	saved-protected	http://10.0.0.200:5173/saved	HasanAra	h1:Saved moments and searches | h2:Saved moments | h2:Saved searches	0	0	0	0	0	5	0	3	0	440	0
768	not-found	http://10.0.0.200:5173/this-route-does-not-exist	HasanAra	h1:Page not found	0	0	0	0	0	4	0	3	0	96	0
390	home	http://10.0.0.200:5173/	HasanAra	h1:Find the moment. Read the record. | h2:Sign in to synchronize saved moments and searches. | h2:Recently indexed | h2:Popular searches | h2:From broadcast to evidence.	0	0	0	0	0	19	0	37	0	512	0
390	search-results	http://10.0.0.200:5173/search?q=housing	HasanAra	h1:Search the record. | h2:“housing”	0	0	0	0	0	47	80	80	0	500	0
390	search-empty	http://10.0.0.200:5173/search?q=xyzzynotarealarchivequery987654	HasanAra	h1:Search the record. | h2:“xyzzynotarealarchivequery987654” | h3:No transcript matches	0	0	0	13	0	16	0	13	0	408	0
390	explore	http://10.0.0.200:5173/explore	HasanAra	h1:Explore the HasanAbi VOD archive | h2:August 2026 | h2:Detected topics and stream labels | h3:Gaza | h3:Trump | h3:DSA | h3:ICE | h2:VODs and cited moments | h2:People and tags	0	0	1	0	0	4	0	80	0	600	0.07819905213270142
390	episodes	http://10.0.0.200:5173/episodes	HasanAra	h1:Browse HasanAbi VODs | h2:HasanAbi August 10, 2026 – | h2:HasanAbi August 9, 2026 – | h2:HasanAbi August 8, 2026 – | h2:HasanAbi August 7, 2026 – 🎮Fear& Gaming🎮 | h2:HasanAbi August 6, 2026 – | h2:HasanAbi August 5, 2026 – back in LA, DSA victories | h2:HasanAbi August 4, 2026 – Michigan Primary Election Day, Abdul victory party | h2:HasanAbi August 3, 2026 – back in Michigan | h2:HasanAbi August 2, 2026 – Wisconsin rally, Francisca Hong, meeting Voters IRL, CNN doc | h2:HasanAbi Clip [02/08/2026] – CNN: The Left Insurgency documentary by Donie O'Sullivan (Hasan Piker) | h2:HasanAbi August 1, 2026 – In Michigan, Diner w/ Donovan McKinney | h2:HasanAbi July 31, 2026 – Michigan IRL w/ Abdul El-Sayed, Adam Hamawy &more; call w/ Donovan McKinney | h2:HasanAbi July 30, 2026 – debating Norman Finkelstein | h2:HasanAbi July 29, 2026 – | h2:HasanAbi July 28, 2026 – | h2:HasanAbi July 27, 2026 – | h2:HasanAbi July 26, 2026 – Back from Holiday, Hasan shaved, Fish are chill? | h2:HasanAbi July 25, 2026 – 🎉Hasans 35th birthday🎉 (Holiday Day 4) | h2:HasanAbi July 24, 2026 – NO STREAM TODAY (Holiday Day 3) | h2:HasanAbi July 23, 2026 – NO STREAM TODAY (Holiday Day 2) | h2:HasanAbi July 22, 2026 – NO STREAM TODAY (Holiday) | h2:HasanAbi July 21, 2026 – | h2:HasanAbi July 20, 2026 – | h2:HasanAbi July 19, 2026 –	0	0	0	0	0	4	48	1	0	404	0
390	timeline	http://10.0.0.200:5173/timeline	HasanAra	h1:Archive chronology | h2:August 2026 | h2:July 2026 | h2:June 2026 | h2:May 2026 | h2:April 2026	0	0	0	0	0	9	0	1	0	384	0.028829091889220816
390	topic	http://10.0.0.200:5173/topics/housing	HasanAra	h1:Topic: housing | h2:Mentions over time | h2:Opinion history | h2:First and latest mentions | h2:Top VODs | h2:Grouped results	0	0	0	0	0	156	0	1	0	400	0.00783726953399692
390	video	http://10.0.0.200:5173/v/442156c6-e43e-46fb-95f5-9758df70c18c	HasanAbi broadcast — August 10, 2026 | HasanAra	h1:HasanAbi broadcast — August 10, 2026 | h2:Related episodes | h2:Most-quoted moments | h2:Interactive transcript | h3:Whisper transcript	4	1	2	0	0	2863	2	80	0	396	0.6186022115967746
390	login	http://10.0.0.200:5173/login	HasanAra	h1:Sign in	0	0	0	0	0	4	0	1	0	416	0
390	saved-protected	http://10.0.0.200:5173/saved	HasanAra	h1:Saved moments and searches | h2:Saved moments | h2:Saved searches	0	0	0	0	0	5	0	2	0	444	0
390	not-found	http://10.0.0.200:5173/this-route-does-not-exist	HasanAra	h1:Page not found	0	0	0	0	0	4	0	2	0	84	0.0033246194967629793
