uploaded_date,video_title,youtube_id,sample_position,timestamp,window,youtube_url,agreement_score,native_segment_count,youtube_segment_count,native_text,youtube_caption_text,possible_names_native,possible_names_youtube,possible_word_or_name_differences,issues,review_priority
2021-05-28,"2/2 HasanAbi May 26, 2021 – LSF, New Twitch Atlas, 90 DAY FIANCE 🎮FINISHING Mario Odyssey🎮 FULL VOD",UE7qFMkq8fk,late,02:04:14,02:03:44–02:04:44,https://www.youtube.com/watch?v=UE7qFMkq8fk&t=7454s,0.826,5,8,"All right, well if the game is over then I think that about does it for today boys. I mean this is a long-ass fucking day He's a three-minute abbreak. He's the Mario. He's a tire. Wait, is it night time? Oh, no, it's not Did you give the game a rating? What would I rate this game?",so the game is over huh all right well if the game is over then i think that about does it for today boys i mean this is a long ass [ __ ] day he's a three-minute ad break wait is it nighttime oh no it's not did you give the game a rating um what would i rate this game,,,fucking → __; abbreak He's the Mario He's a tire → ad break; night time → nighttime,,0
2021-06-13,"1/2 HasanAbi June 12, 2021 – E3!, Mormon Church REACT, Guess Whos the Sex Worker & Cheerleader REACT",Z8_DfMXbL1Q,early,00:09:37,00:09:07–00:10:07,https://www.youtube.com/watch?v=Z8_DfMXbL1Q&t=577s,0.73,8,26,"today. It is Saturday June 12th, 2021 1125 a.m. And I'm a I'm a little late. I got shouldn't drop them things that get harassed for just living. Am I wrong for that? Okay. That was that was a quick start boys. Playing saying slurs imply something beyond just simple political disagreements for my CRT. You haven't mixed anything with a three minutes. I've been almost 30 minutes of nothing happening with Ubisoft because Ubisoft's like actual game starts. Actual conference starts at 12 not at looking good at 11. 11 is…",it is saturday june 12th 2021 11 25 a.m and i'm uh i'm a little late i got a question i dropped my friends because they use slurs and iron agree with it but they are saying that i shouldn't drop them because of politics i have black and by friends that get harassed for just living am i wrong for that okay that was uh that was a quick start boys uh hassle chat playing saying slurs [Music] implies something beyond just uh simple political disagreements hey sorry for my crt you haven't missed anything with e3 it's be…,Saturday June,,1125 → 11 25; a → uh; imply → Music implies; mixed → missed; a three minutes I've → e3 it's,lower caption agreement,1
2021-06-13,"1/2 HasanAbi June 12, 2021 – E3!, Mormon Church REACT, Guess Whos the Sex Worker & Cheerleader REACT",Z8_DfMXbL1Q,first_quarter,00:51:57,00:51:27–00:52:27,https://www.youtube.com/watch?v=Z8_DfMXbL1Q&t=3117s,0.833,14,26,"The parasite has spread to three new regions Emerging and several containment zones within New York, San Francisco and Alaska This is what we know so far Within the containment zones the alien ecosystem is in a continual evolution As incubation nests and their sprawling tissue spawn procedurally Taking over the front area of the map and reaction to the player presence The parasite is always spreading always evolving But it didn't look too happy about the operators disturbing their new home What are we facing off a…",since the parasite has spread to three new regions emerging and several containment zones within new york san francisco and alaska this is what we know so far within the contentment zones the alien ecostem is in a continual evolution as incubation nests and their sprawling tissue spawn procedurally taking over the front area of the map and reaction to the player presents the parasite is always spreading always evolving but it didn't look too happy about the operators disturbing their new home what are we facing of…,Alaska This; New York; San Francisco,,containment → contentment; ecosystem → ecostem; presence → presents; gulag → goo like; Sluwing → slowing your,,0
2021-06-13,"1/2 HasanAbi June 12, 2021 – E3!, Mormon Church REACT, Guess Whos the Sex Worker & Cheerleader REACT",Z8_DfMXbL1Q,middle,01:36:14,01:35:44–01:36:44,https://www.youtube.com/watch?v=Z8_DfMXbL1Q&t=5774s,0.607,5,15,"Who isn't afraid to slaughter to get what he wants Wait, what was racist? Is this a test? I want to know what the baiters thought I was uh, a saying was racist Oh, all right me saying al turned that shit up charles Yeah",peekaboo [ __ ] what the [ __ ] am i what i too am a king who isn't afraid to slaughter to get what he wants wait what was racist i want to know what the baiters thought i was uh saying was racist then i will not waste it oh me saying ayo turn that [ __ ] up charles [Music] what the [ __ ] did i ever tell you the definition,,,al turned → ayo turn,caption disagreement,3
2021-06-13,"1/2 HasanAbi June 12, 2021 – E3!, Mormon Church REACT, Guess Whos the Sex Worker & Cheerleader REACT",Z8_DfMXbL1Q,third_quarter,02:20:30,02:20:00–02:21:00,https://www.youtube.com/watch?v=Z8_DfMXbL1Q&t=8430s,0.91,36,32,"Ultra-Volver Digital New Hires release. Holy, any work likeness, attribution, and slash or image rights upon execution of an employment contract, clear as day. Basically, we can do whatever we want with your likeness. Even if it is- They say we're a new org. These things happen. Enough. Enough of this. You less talking, more typing. You, I don't like it. The internet would never buy it. We produce- Video games. Video games that devolver digital and damn good ones, I'm told. Now get the hell out of my conference ro…",that was supposed to be me right my face is that even legal ultimate digital new hires release holy any work-likeness attribution and slash or image rights upon execution of an employment contract clear as day basically we can do whatever we want with your likeness even if it is they say we're a new org these things happen enough enough of this you less talking more typing you i don't like it the internet would never buy it we produce video games video games at devolver digital and damn good ones i'm told no get t…,Ultra-Volver Digital New Hires,,that → at; Now → no; fueled → field; way → away; emmer shit → ever __,,0
2021-06-13,"1/2 HasanAbi June 12, 2021 – E3!, Mormon Church REACT, Guess Whos the Sex Worker & Cheerleader REACT",Z8_DfMXbL1Q,late,03:02:50,03:02:20–03:03:20,https://www.youtube.com/watch?v=Z8_DfMXbL1Q&t=10970s,0.797,14,30,"It's the most expensive sport. I feel like people don't think cheers they sport because they think like we're just doing like in the Satellite just you know, I don't want to get like controversial, but I feel like high school cheer isn't as much because you're not competing for anything Yeah So like I competed in high school and um like air is on a cheer for high school. Um, and they compete. They're really good I really don't think it's anybody cares. I don't think it's I didn't think it was either of them though…",we wear like two days it's the most expensive ncaa and then like i feel like people don't think cheers they sport because they think like we're just doing like in the sidelines i get like controversial but i feel like high school cheer isn't as much because you're not competing for anything yeah depends depending on life oh wait there's like cis so like i competed in high school and um like arizona cheer for high school um when they compete they're really good i really don't think it's anybody here so i don't thin…,Yeah So,,sport → ncaa and then like; Satellite just you know → sidelines; air is on a → arizona; and → when; cares → here so,,0
2021-06-18,"1/2 HasanAbi June 17, 2021 – The Discord gets Nuked, Joe Rogan, Biden-Putin, Ilhan Omar, Juneteenth!",f5GaIJxQnp0,early,00:13:44,00:13:14–00:14:14,https://www.youtube.com/watch?v=f5GaIJxQnp0&t=824s,0.859,8,23,"just wait till I fucking lose like 20 more pounds, dude. I'm going to be, I'm going to be coming on the stream chartless. You know what I mean? I got a notification that you have animated sub emotes enabled. I think so. I don't know. Do I have them available now? I, you know me. I don't fucking know any of that shit. I don't know how to do that. Like is it long enough to put it in a bun yet? It was before I got a haircut. Lower weight does not equal better and will not fix underlying insecurity. No, but I will fee…",you think that i'm vain right now just wait till i [ __ ] lose like 20 more pounds dude i'm gonna be i'm gonna be coming on the stream shirtless you know what i mean i got a notification that you have animated sub uh emotes enabled i think so i don't know do i have them available now i you know me i don't [ __ ] know any of that [ __ ] i don't know how to do that like anyway summer break boy yes um is it long enough to put it in a bun yet it was before i got a haircut lower weight does not equal better and will no…,,,fucking → __; going to → gonna; going to → gonna; chartless → shirtless; fucking → __,,0
2021-06-18,"1/2 HasanAbi June 17, 2021 – The Discord gets Nuked, Joe Rogan, Biden-Putin, Ilhan Omar, Juneteenth!",f5GaIJxQnp0,first_quarter,01:14:14,01:13:44–01:14:44,https://www.youtube.com/watch?v=f5GaIJxQnp0&t=4454s,0.939,9,28,know widening that uh widening that fucking tight tight margin that we have in the senate well not even really a margin it's just like one extra vote from kamala harris as best as we can stop calling west virginia a dog shit state they've just been fooled by social disagreements dude west virginia sucks dude i'm sorry it's so bad it's literally a fucking developing nation and and constantly and consistently voting against their self-interest now the real reasons for why west virginia is the way it is is because of…,i say we focus our efforts on you know widening that uh widening that [ __ ] tight tight margin that we have in the senate well not even really a margin it's just like one extra vote from kamala harris as best as we can stop calling west virginia a dog [ __ ] state they've just been fooled by social disagreements dude west virginia sucks dude i'm sorry it's so bad it's literally a [ __ ] developing nation and and constantly and consistently voting against their self-interest now the real reasons for why west virgi…,,,fucking → __; fucking → __; churns → turns,,0
2021-06-18,"1/2 HasanAbi June 17, 2021 – The Discord gets Nuked, Joe Rogan, Biden-Putin, Ilhan Omar, Juneteenth!",f5GaIJxQnp0,middle,02:17:29,02:16:59–02:17:59,https://www.youtube.com/watch?v=f5GaIJxQnp0&t=8249s,0.368,9,14,dude come on we murdered more dude we want oh god anyway that's my as my copium voice gun mitz ak vs. they are in snowy condition we are not show chance vremeni na ulytsi minus 6 gradus of pop-up room we will check whether it will work I took such a tool for the logical cleaning of the channel of the steamer is not a veneer so that in any case I'm not going to be in the board near muzzle to avoid rapshares this is a we put both guns to kablatt we put both guns in cold condition see what happened aka 200 the agent…,anyway that's my that's my copium voice gun myths ak versus they are in snowy condition we are now to avoid ruptures let's see what happens this is uh ak-47 air-15 we put both guns super blood we put both guns in cold condition see what happens [Music] academy [Music],,,as → that's; mitz → myths; vs → versus; rapshares → ruptures let's see what happens; a → uh ak 47 air 15,caption disagreement,3
2021-06-18,"1/2 HasanAbi June 17, 2021 – The Discord gets Nuked, Joe Rogan, Biden-Putin, Ilhan Omar, Juneteenth!",f5GaIJxQnp0,third_quarter,03:20:44,03:20:14–03:21:14,https://www.youtube.com/watch?v=f5GaIJxQnp0&t=12044s,0.938,8,23,the uh like the recent one was because I said like I don't really care about uh Washington Heights and uh the lack of uh Afro-Latino uh representation in it because there were Afro-Latino people in the show but they just weren't black enough or they weren't dark enough right and even though I acknowledge and describe that uh fucking colorism is a legitimate problem in Latin American countries even describe the historical background for why it exists as I did on that day it's not enough because like I have to fucki…,like the recent one was because i said like i don't really care about uh washington heights and uh the lack of uh afro-latino uh representation in it because there were afro-latino people uh in the show but they just weren't black enough or they weren't dark enough right and even though i acknowledge and describe that uh [ __ ] colorism is a legitimate problem in latin american countries even describe the historical background for why it exists as i did on that day it's not enough because like i have to [ __ ] tal…,Latin American; Washington Heights,,fucking → __; fucking → __; fucking → __,,0
2021-06-18,"1/2 HasanAbi June 17, 2021 – The Discord gets Nuked, Joe Rogan, Biden-Putin, Ilhan Omar, Juneteenth!",f5GaIJxQnp0,late,04:21:14,04:20:44–04:21:44,https://www.youtube.com/watch?v=f5GaIJxQnp0&t=15674s,0.903,12,26,"Okay, is that person made a very difficult journey of changing their minds? Okay, you didn't Or if even if you did you are no longer empathetic to those who are also on that journey I don't like you like I think you're a bad person and I think that leftist people can be bad people as well But we're conditioned into assuming the leftist people are magically good because they're woke like no you're just using wokeness and and community policing and These these justice these ideals that are rooted within justice to b…",understanding okay is that person made a very difficult journey of changing their minds okay you didn't or if even if you did you are no longer empathetic to those who are also on that journey i don't like you like i think you're a bad person and i think that leftist people can be bad people as well but we're conditioned into assuming the leftist people are magically good because they're woke like no you're just using wokeness and and community policing and uh these these justice these ideals that are rooted with…,,,within justice → with injustice; fucking douche bag → __ douchebag; douche bag → douchebag; fucking douche bag → __ douchebag; fucking douche bag → __ douchebag,,0
2021-07-05,"[4/07/2021] – Hasan goes offline early, chat seeks refuge with Mizkif (Poki Roomtour/OKBUDDY/Crypto)",7jG9CBFRHQE,early,00:05:23,00:04:53–00:05:53,https://www.youtube.com/watch?v=7jG9CBFRHQE&t=323s,0.906,30,25,"How does he do this? Hey, look, here's the thing, though. If he was able to figure out how to do this, then I'm pretty sure I can. Just give me like 30 seconds in a dream. Mods add trigger warning. We're watching all the JCS videos again. Oh, God. I'm not adding Keck W, okay? A son's gone for one day. You guys can live without him. What does he do? Theater mode? Does this look good? Does this look good? All right, mods. Add it literally for this one video and then I'm not doing it. Add it. Add Keck W for this one…",dude i i [ __ ] loved that man he's so stupid how does he do this hey look and here's the thing though if he was able to figure out how to do this then i'm pretty sure i can just give me like 30 seconds in a dream mods add trigger warning we're watching all the jcs videos again oh god i'm not adding keck w okay hassan's gone for one day you guys can live without him does he do theater mode is this look good does this look good all right mods add it literally for this one video and then i'm not doing it add it add…,Add Keck; Black Dodge Chargers,,A son's → hassan's; Does → is; Keck → kick; going to → gonna; going to → gonna,,0
2021-07-05,"[4/07/2021] – Hasan goes offline early, chat seeks refuge with Mizkif (Poki Roomtour/OKBUDDY/Crypto)",7jG9CBFRHQE,first_quarter,00:29:06,00:28:36–00:29:36,https://www.youtube.com/watch?v=7jG9CBFRHQE&t=1746s,0.886,11,30,no wait a minute she stole my laugh she stole my laugh stop the video with some little flowers and bases here let me take you guys over here I set up just a little what do you even call this that's a vase no word for these things I just don't know what they are we're gonna call them decorative tables I have a decorative table in between my closet and my bathroom I love this art piece I feel like it really suits the whole bedroom style and like color theme low vase dude I should so start watching 90 day fiance I sh…,wait a minute she stole my laugh she stole my lap stop the video with some little flowers and vases here let me take you guys over here i set up just a little what do you even call this that's a vase no this oh there's a word for these things i just don't know what they are we're gonna call them decorative tables i have a decorative table in between my closet and my bathroom i love this art piece i feel like it really suits the whole bedroom style and like color theme little vase is this a dude i should so start w…,,,laugh → lap; bases → vases; low → little; fucking → __,,0
2021-07-05,"[4/07/2021] – Hasan goes offline early, chat seeks refuge with Mizkif (Poki Roomtour/OKBUDDY/Crypto)",7jG9CBFRHQE,middle,00:53:54,00:53:24–00:54:24,https://www.youtube.com/watch?v=7jG9CBFRHQE&t=3234s,0.654,11,26,"How about now all right, let's say let me call E-Rub he wouldn't E-Rub Are you coming here? It's when you start doing that you grew up so fast. I'll see you here. Well, you you promise All right, do you need to know my address? How much longer? Like 30 minutes. Okay. Bye Holy fuck Dude, I stole what pokeman's doing chat. I'm gonna start having stickers so she gets these stickers Shift to her dude. I can't say that three times fast or she shifts out stickers to viewers So I'm doing the same exact thing. So Synax ge…",about that that's what fire pits are made for hey rob yo are you coming here yeah i'm showering and i'm coming since when you start doing that every day man you grew up so fast all right i'll see you here wait are you you promise yes all right do you need to know my address no how much longer like 30 minutes yeah i'd say about 30 minutes okay everybody bye holy [ __ ] again oh and a mod just offered for you to message them thank you robin dude i stole what pokeman's doing chat i'm gonna start having stickers so sh…,Bye Holy; Rub Are; So Synax,,It's → yeah i'm showering and i'm coming since; Well → wait are; Shift → uh shipped; shifts → ships,lower caption agreement,1
